email,username,domain,valid_email,digits,len_digits,len_username,has_underscore,has_dot,has_hyphen,has_special_char,len_capital,age
Helena_Bartoletti@aol.com,Helena_Bartoletti,aol.com,True,12345,0,17,1,0,0,0,2,unsure
patricia.bailey@yahoo.,patricia.bailey,yahoo.com,False,12345,0,15,0,1,0,1,0,unsure
"george.scott@yahoo,com",george.scott,yahoo.com,False,12345,0,12,0,1,0,1,0,unsure
Jaquelin.Hermann13@tutanota.com,Jaquelin.Hermann13,tutanota.com,True,13,2,18,0,1,0,1,2,unsure
Joey_Gottlieb@aol.com,Joey_Gottlieb,aol.com,True,12345,0,13,1,0,0,0,2,unsure
george.scott@yahoo.com,george.scott,yahoo.com,True,12345,0,12,0,1,0,1,0,unsure
Devante_Deckow@gmail.com,Devante_Deckow,gmail.com,True,12345,0,14,1,0,0,0,2,unsure
Tom_Torp@gmail.com,Tom_Torp,gmail.com,True,12345,0,8,1,0,0,0,2,old
daniel_clark@outlook.com,daniel_clark,outlook.com,True,12345,0,12,1,0,0,0,0,unsure
rebecca.scott@outlook,rebecca.scott,outlook.com,False,12345,0,13,0,1,0,1,0,young
james.clark@protonmail.com,james.clark,protonmail.com,True,12345,0,11,0,1,0,1,0,unsure
emma..watson@yahoo.com,emma..watson,yahoo.com,True,12345,0,12,0,1,0,1,0,unsure
Imelda.Kemmer@tutanota.com,Imelda.Kemmer,tutanota.com,True,12345,0,13,0,1,0,1,2,old
caleb_powell1989@gmail.com,caleb_powell1989,gmail.com,True,1989,4,16,1,0,0,0,0,medium
samuel.6782clark@gmail.com,samuel.6782clark,gmail.com,True,6782,4,16,0,1,0,1,0,unsure
Jaren16@tutanota.com,Jaren16,tutanota.com,True,16,2,7,0,0,0,0,1,medium
emma_9010thompson@gmail.com,emma_9010thompson,gmail.com,True,9010,4,17,1,0,0,0,0,unsure
peter.ward@gmailcom,peter.ward,gmail.com,False,12345,0,10,0,1,0,1,0,medium
Fay.Kertzmann@mail.com,Fay.Kertzmann,mail.com,True,12345,0,13,0,1,0,1,2,unsure
nancy.morris@yahoo.com,nancy.morris,yahoo.com,True,12345,0,12,0,1,0,1,0,unsure
Jacques.Grady55@protonmail.com,Jacques.Grady55,protonmail.com,True,55,2,15,0,1,0,1,2,old
laura.evans@gmail.com,laura.evans,gmail.com,True,12345,0,11,0,1,0,1,0,medium
samantha.jones1994@gmail.com,samantha.jones1994,gmail.com,True,1994,4,18,0,1,0,1,0,medium
jason42_light@yahoo.com,jason42_light,yahoo.com,True,42,2,13,1,0,0,0,0,medium
Arlo8@outlook.com,Arlo8,outlook.com,True,8,1,5,0,0,0,0,1,old
robert.jones@yahoo.com,robert.jones,yahoo.com,True,12345,0,12,0,1,0,1,0,unsure
oliver1123@gmail.com,oliver1123,gmail.com,True,1123,4,10,0,0,0,0,0,unsure
laura.evans@icloud.com,laura.evans,icloud.com,True,12345,0,11,0,1,0,1,0,medium
anna_martin1997@gmail.com,anna_martin1997,gmail.com,True,1997,4,15,1,0,0,0,0,young
Keara.Cartwright59@tutanota.com,Keara.Cartwright59,tutanota.com,True,59,2,18,0,1,0,1,2,old
a.james_1996@gmail.com,a.james_1996,gmail.com,True,1996,4,12,1,1,0,1,0,young
Marshall_Upton32@mail.com,Marshall_Upton32,mail.com,True,32,2,16,1,0,0,0,2,unsure
adam59_blaze@gmail.com,adam59_blaze,gmail.com,True,59,2,12,1,0,0,0,0,old
stephen.morris1764@gmail.com,stephen.morris1764,gmail.com,True,1764,4,18,0,1,0,1,0,unsure
joseph.adams@gmail.com,joseph.adams,gmail.com,True,12345,0,12,0,1,0,1,0,unsure
Gus_Schultz70@aol.com,Gus_Schultz70,aol.com,True,70,2,13,1,0,0,0,2,old
harry93_thomas@hotmail.com,harry93_thomas,hotmail.com,True,93,2,14,1,0,0,0,0,medium
jackson5431_thomas@hotmail.com,jackson5431_thomas,hotmail.com,True,5431,4,18,1,0,0,0,0,unsure
Ernest_Jacobson59@protonmail.com,Ernest_Jacobson59,protonmail.com,True,59,2,17,1,0,0,0,2,old
jacob89_light@gmail.com,jacob89_light,gmail.com,True,89,2,13,1,0,0,0,0,medium
laura.smith@icloud.com,laura.smith,icloud.com,True,12345,0,11,0,1,0,1,0,medium
richard.clark1674@gmail.com,richard.clark1674,gmail.com,True,1674,4,17,0,1,0,1,0,unsure
hailey54_light@gmail.com,hailey54_light,gmail.com,True,54,2,14,1,0,0,0,0,old
"william.moore@icloud,",william.moore,icloud.com,False,12345,0,13,0,1,0,1,0,unsure
joseph.green@hotmail.com,joseph.green,hotmail.com,True,12345,0,12,0,1,0,1,0,young
isaac.bell@outlook.com,isaac.bell,outlook.com,True,12345,0,10,0,1,0,1,0,medium
hailey2001_price@protonmail.com,hailey2001_price,protonmail.com,True,2001,4,16,1,0,0,0,0,young
patricia.morris1691@gmail.com,patricia.morris1691,gmail.com,True,1691,4,19,0,1,0,1,0,unsure
victoria42_heat@yahoo.com,victoria42_heat,yahoo.com,True,42,2,15,1,0,0,0,0,unsure
rebecca.thomas@hotmailcom,rebecca.thomas,hotmail.com,False,12345,0,14,0,1,0,1,0,unsure
daniel99_spark@icloud.com,daniel99_spark,icloud.com,True,99,2,14,1,0,0,0,0,young
Rubye_Jast-Hane17@icloud.com,Rubye_Jast-Hane17,icloud.com,True,17,2,17,1,0,1,1,3,unsure
anthony.ward1825@gmail.com,anthony.ward1825,gmail.com,True,1825,4,16,0,1,0,1,0,unsure
robert.white1725@gmail.com,robert.white1725,gmail.com,True,1725,4,16,0,1,0,1,0,unsure
"edward.king@protonmail,.com",edward.king,protonmail.com,True,12345,0,11,0,1,0,1,0,unsure
emily1998_smith@gmail.com,emily1998_smith,gmail.com,True,1998,4,15,1,0,0,0,0,young
alexis_cooper1992@gmail.com,alexis_cooper1992,gmail.com,True,1992,4,17,1,0,0,0,0,medium
rebecca.jones@icloud.com,rebecca.jones,icloud.com,True,12345,0,13,0,1,0,1,0,unsure
susan..young@gmail.com,susan..young,gmail.com,True,12345,0,12,0,1,0,1,0,unsure
peter.clark@gmail.com,peter.clark,gmail.com,True,12345,0,11,0,1,0,1,0,medium
madeline_butler1996@gmail.com,madeline_butler1996,gmail.com,True,1996,4,19,1,0,0,0,0,young
charles.mitchell@icloud..com,charles.mitchell,icloud.com,False,12345,0,16,0,1,0,1,0,unsure
"david.young@icloud,",david.young,icloud.com,False,12345,0,11,0,1,0,1,0,medium
Torrey.Luettgen@gmail.com,Torrey.Luettgen,gmail.com,True,12345,0,15,0,1,0,1,2,unsure
david.wilson98@outlook.com,david.wilson98,outlook.com,True,98,2,14,0,1,0,1,0,young
Gunner46@mail.com,Gunner46,mail.com,True,46,2,8,0,0,0,0,1,unsure
margaret.evans@yahoo.com,margaret.evans,yahoo.com,True,12345,0,14,0,1,0,1,0,young
joseph.miller@gmail.com,joseph.miller,gmail.com,True,12345,0,13,0,1,0,1,0,unsure
rebecca.clark@outlook.com,rebecca.clark,outlook.com,True,12345,0,13,0,1,0,1,0,young
olivia1992_williams@gmail.com,olivia1992_williams,gmail.com,True,1992,4,19,1,0,0,0,0,medium
rachel_perez2345@icloud.com,rachel_perez2345,icloud.com,True,2345,4,16,1,0,0,0,0,unsure
Danny.Jacobson74@outlook.com,Danny.Jacobson74,outlook.com,True,74,2,16,0,1,0,1,2,old
simon.johnson@gmail.com,simon.johnson,gmail.com,True,12345,0,13,0,1,0,1,0,unsure
nathan.brooks@aol.com,nathan.brooks,aol.com,True,12345,0,13,0,1,0,1,0,unsure
michael.johnson@gmailcom,michael.johnson,gmail.com,False,12345,0,15,0,1,0,1,0,unsure
george..thomas@outlook.com,george..thomas,outlook.com,True,12345,0,14,0,1,0,1,0,unsure
victoria.white92@hotmail.com,victoria.white92,hotmail.com,True,92,2,16,0,1,0,1,0,medium
Orin.Fisher@tutanota.com,Orin.Fisher,tutanota.com,True,12345,0,11,0,1,0,1,2,unsure
olivia_nelson2004@gmail.com,olivia_nelson2004,gmail.com,True,2004,4,17,1,0,0,0,0,young
Kristian.Dickinson@aol.com,Kristian.Dickinson,aol.com,True,12345,0,18,0,1,0,1,2,unsure
tyler63_flicker@gmail.com,tyler63_flicker,gmail.com,True,63,2,15,1,0,0,0,0,old
Deven57@protonmail.com,Deven57,protonmail.com,True,57,2,7,0,0,0,0,1,old
matthew1992_lee@gmail.com,matthew1992_lee,gmail.com,True,1992,4,15,1,0,0,0,0,medium
Kayden.Schmeler@aol.com,Kayden.Schmeler,aol.com,True,12345,0,15,0,1,0,1,2,unsure
lily4321_w@yahoo.com,lily4321_w,yahoo.com,True,4321,4,10,1,0,0,0,0,young
Ross.Rutherford@tutanota.com,Ross.Rutherford,tutanota.com,True,12345,0,15,0,1,0,1,2,unsure
liam2573@gmail.com,liam2573,gmail.com,True,2573,4,8,0,0,0,0,0,unsure
hannah.adams@gmail.com,hannah.adams,gmail.com,True,12345,0,12,0,1,0,1,0,unsure
julia.doe4321@sub.domain.com,julia.doe4321,sub.domain.com,True,4321,4,13,0,1,0,1,0,unsure
Reyes_Ondricka@mail.com,Reyes_Ondricka,mail.com,True,12345,0,14,1,0,0,0,2,unsure
Moses90@mail.com,Moses90,mail.com,True,90,2,7,0,0,0,0,1,medium
lily_kelly1986@gmail.com,lily_kelly1986,gmail.com,True,1986,4,14,1,0,0,0,0,medium
john2001@gmail.com,john2001,gmail.com,True,2001,4,8,0,0,0,0,0,young
Zora_Goodwin@outlook.com,Zora_Goodwin,outlook.com,True,12345,0,12,1,0,0,0,2,unsure
"emma.king@icloud,",emma.king,icloud.com,False,12345,0,9,0,1,0,1,0,unsure
amanda2003_watson@icloud.com,amanda2003_watson,icloud.com,True,2003,4,17,1,0,0,0,0,young
Francesco_DAmore-Purdy45@gmail.com,Francesco_DAmore-Purdy45,gmail.com,True,45,2,24,1,0,1,1,4,unsure
Domenico.Jacobs35@gmail.com,Domenico.Jacobs35,gmail.com,True,35,2,17,0,1,0,1,2,unsure
Shaun_Wisoky-Lockman23@protonmail.com,Shaun_Wisoky-Lockman23,protonmail.com,True,23,2,22,1,0,1,1,3,unsure
ethan2000_sanders@protonmail.com,ethan2000_sanders,protonmail.com,True,2000,4,17,1,0,0,0,0,young
ethan.hughes01@protonmail.com,ethan.hughes01,protonmail.com,True,01,2,14,0,1,0,1,0,young
george.johnson@aol.com,george.johnson,aol.com,True,12345,0,14,0,1,0,1,0,unsure
sarah.wilson@gmail.com,sarah.wilson,gmail.com,True,12345,0,12,0,1,0,1,0,unsure
jason_barnes87690@gmail.com,jason_barnes87690,gmail.com,True,87690,5,17,1,0,0,0,0,unsure
laura.howard1753@gmail.com,laura.howard1753,gmail.com,True,1753,4,16,0,1,0,1,0,unsure
susan.cook@yahoo.com,susan.cook,yahoo.com,True,12345,0,10,0,1,0,1,0,medium
Toney.Leffler87@yahoo.com,Toney.Leffler87,yahoo.com,True,87,2,15,0,1,0,1,2,medium
ethan_white2002@protonmail.com,ethan_white2002,protonmail.com,True,2002,4,15,1,0,0,0,0,young
megan1993_scott@aol.com,megan1993_scott,aol.com,True,1993,4,15,1,0,0,0,0,medium
Tre_Rau96@tutanota.com,Tre_Rau96,tutanota.com,True,96,2,9,1,0,0,0,2,young
jacob_hall1985@gmail.com,jacob_hall1985,gmail.com,True,1985,4,14,1,0,0,0,0,medium
Johann_Gleason20@aol.com,Johann_Gleason20,aol.com,True,20,2,16,1,0,0,0,2,unsure
eliza.howard@gmailcom,eliza.howard,gmail.com,False,12345,0,12,0,1,0,1,0,unsure
chris1991_walker@gmail.com,chris1991_walker,gmail.com,True,1991,4,16,1,0,0,0,0,medium
amanda_king1999@hotmail.com,amanda_king1999,hotmail.com,True,1999,4,15,1,0,0,0,0,young
rachel.murphy@aol.com,rachel.murphy,aol.com,True,12345,0,13,0,1,0,1,0,unsure
james_brown1985@gmail.com,james_brown1985,gmail.com,True,1985,4,15,1,0,0,0,0,medium
Renee_Bradtke@tutanota.com,Renee_Bradtke,tutanota.com,True,12345,0,13,1,0,0,0,2,old
olivia_smith99991@yahoo.com,olivia_smith99991,yahoo.com,True,99991,5,17,1,0,0,0,0,unsure
Victoria.Jast@gmail.com,Victoria.Jast,gmail.com,True,12345,0,13,0,1,0,1,2,old
madison90_flash@outlook.com,madison90_flash,outlook.com,True,90,2,15,1,0,0,0,0,medium
Nicolette82@protonmail.com,Nicolette82,protonmail.com,True,82,2,11,0,0,0,0,1,medium
charles@davis@gmail.com,charlesdavis,gmail.com,True,12345,0,12,0,0,0,0,0,medium
grace_wilson4501@gmail.com,grace_wilson4501,gmail.com,True,4501,4,16,1,0,0,0,0,young
Helmer.Lockman72@yahoo.com,Helmer.Lockman72,yahoo.com,True,72,2,16,0,1,0,1,2,old
Kevon93@yahoo.com,Kevon93,yahoo.com,True,93,2,7,0,0,0,0,1,medium
laura.foster@icloud.com,laura.foster,icloud.com,True,12345,0,12,0,1,0,1,0,medium
Elias47@aol.com,Elias47,aol.com,True,47,2,7,0,0,0,0,1,unsure
laura_baker12345@icloud.com,laura_baker12345,icloud.com,True,12345,5,16,1,0,0,0,0,unsure
logan2005_bryant@outlook.com,logan2005_bryant,outlook.com,True,2005,4,16,1,0,0,0,0,young
Zaria_Ebert-Glover38@aol.com,Zaria_Ebert-Glover38,aol.com,True,38,2,20,1,0,1,1,3,old
mason1999_watson@hotmail.com,mason1999_watson,hotmail.com,True,1999,4,16,1,0,0,0,0,young
james.morgan@icloud.com,james.morgan,icloud.com,True,12345,0,12,0,1,0,1,0,medium
samantha.miller96@gmail.com,samantha.miller96,gmail.com,True,96,2,17,0,1,0,1,0,young
Gaston_Schuppe-Ryan@protonmail.com,Gaston_Schuppe-Ryan,protonmail.com,True,12345,0,19,1,0,1,1,3,unsure
nathan2000_patel@aol.com,nathan2000_patel,aol.com,True,2000,4,16,1,0,0,0,0,young
carter_hughes2002@gmail.com,carter_hughes2002,gmail.com,True,2002,4,17,1,0,0,0,0,young
Ransom.Turcotte-Heaney97@gmail.com,Ransom.Turcotte-Heaney97,gmail.com,True,97,2,24,0,1,1,1,3,young
susan.green@yahoo.com,susan.green,yahoo.com,True,12345,0,11,0,1,0,1,0,medium
george.baker@hotmail.com,george.baker,hotmail.com,True,12345,0,12,0,1,0,1,0,young
"david.mitchell@gmail,com",david.mitchell,gmail.com,False,12345,0,14,0,1,0,1,0,unsure
logan1982_brooks@gmail.com,logan1982_brooks,gmail.com,True,1982,4,16,1,0,0,0,0,medium
george.harris@yahoo.com,george.harris,yahoo.com,True,12345,0,13,0,1,0,1,0,young
"hannah.adams@gmail,com",hannah.adams,gmail.com,False,12345,0,12,0,1,0,1,0,unsure
william.moore@outlook.com,william.moore,outlook.com,True,12345,0,13,0,1,0,1,0,young
t.jones1997@hotmail.com,t.jones1997,hotmail.com,True,1997,4,11,0,1,0,1,0,young
benjamin_1782.johnson@college.edu,benjamin_1782.johnson,college.edu,True,1782,4,21,1,1,0,1,0,unsure
emily56_gleam@outlook.com,emily56_gleam,outlook.com,True,56,2,13,1,0,0,0,0,old
sophia.wilson@yahoo.com,sophia.wilson,yahoo.com,True,12345,0,13,0,1,0,1,0,young
Leonardo_Osinski@gmail.com,Leonardo_Osinski,gmail.com,True,12345,0,16,1,0,0,0,2,unsure
joseph.clark@outlook.com,joseph.clark,outlook.com,True,12345,0,12,0,1,0,1,0,unsure
Barry.Hahn64@icloud.com,Barry.Hahn64,icloud.com,True,64,2,12,0,1,0,1,2,old
anthony.evans@protonmail.com,anthony.evans,protonmail.com,True,12345,0,13,0,1,0,1,0,unsure
sophia.3452@gmail.com,sophia.3452,gmail.com,True,3452,4,11,0,1,0,1,0,medium
hannah.bryant@aol.com,hannah.bryant,aol.com,True,12345,0,13,0,1,0,1,0,unsure
Brandt20@icloud.com,Brandt20,icloud.com,True,20,2,8,0,0,0,0,1,unsure
emily2000_smith@outlook.com,emily2000_smith,outlook.com,True,2000,4,15,1,0,0,0,0,young
thomas.hall1688@gmail.com,thomas.hall1688,gmail.com,True,1688,4,15,0,1,0,1,0,unsure
Owen_Kutch@aol.com,Owen_Kutch,aol.com,True,12345,0,10,1,0,0,0,2,unsure
sophia.evans@yahoo.com,sophia.evans,yahoo.com,True,12345,0,12,0,1,0,1,0,unsure
amelia.hughes@outlook.com,amelia.hughes,outlook.com,True,12345,0,13,0,1,0,1,0,young
victoria.kelly03@protonmail.com,victoria.kelly03,protonmail.com,True,03,2,16,0,1,0,1,0,young
Bobbie_Bins@yahoo.com,Bobbie_Bins,yahoo.com,True,12345,0,11,1,0,0,0,2,unsure
mary.miller@gmail.com,mary.miller,gmail.com,True,12345,0,11,0,1,0,1,0,medium
Birdie_Lesch85@gmail.com,Birdie_Lesch85,gmail.com,True,85,2,14,1,0,0,0,2,medium
alexis_perez1989@gmail.com,alexis_perez1989,gmail.com,True,1989,4,16,1,0,0,0,0,medium
ethan89_fire@protonmail.com,ethan89_fire,protonmail.com,True,89,2,12,1,0,0,0,0,medium
Lexi.Jerde@protonmail.com,Lexi.Jerde,protonmail.com,True,12345,0,10,0,1,0,1,2,unsure
laura.james@gmail.com,laura.james,gmail.com,True,12345,0,11,0,1,0,1,0,medium
lily_long1985@yahoo.com,lily_long1985,yahoo.com,True,1985,4,13,1,0,0,0,0,medium
jane.baker1728@gmail.com,jane.baker1728,gmail.com,True,1728,4,14,0,1,0,1,0,unsure
rachel1995_w@yahoo.com,rachel1995_w,yahoo.com,True,1995,4,12,1,0,0,0,0,young
kelly.brown93@protonmail.com,kelly.brown93,protonmail.com,True,93,2,13,0,1,0,1,0,medium
Xander.Johns95@protonmail.com,Xander.Johns95,protonmail.com,True,95,2,14,0,1,0,1,2,young
olivia1230_lee@gmail.com,olivia1230_lee,gmail.com,True,1230,4,14,1,0,0,0,0,unsure
laura.anderson@icloud.com,laura.anderson,icloud.com,True,12345,0,14,0,1,0,1,0,unsure
matthew58_glow@gmail.com,matthew58_glow,gmail.com,True,58,2,14,1,0,0,0,0,old
emily.smith94@gmail.com,emily.smith94,gmail.com,True,94,2,13,0,1,0,1,0,medium
Ewell_Donnelly45@aol.com,Ewell_Donnelly45,aol.com,True,45,2,16,1,0,0,0,2,unsure
Maya.Hilll@gmail.com,Maya.Hilll,gmail.com,True,12345,0,10,0,1,0,1,2,unsure
"anthony.evans@protonmail,com",anthony.evans,protonmail.com,False,12345,0,13,0,1,0,1,0,unsure
Conor_OKeefe@outlook.com,Conor_OKeefe,outlook.com,True,12345,0,12,1,0,0,0,3,unsure
jason.brown85@gmail.com,jason.brown85,gmail.com,True,85,2,13,0,1,0,1,0,medium
"sophia.evans@yahoo,com",sophia.evans,yahoo.com,False,12345,0,12,0,1,0,1,0,unsure
mark_wilson4500@yahoo.com,mark_wilson4500,yahoo.com,True,4500,4,15,1,0,0,0,0,unsure
Lonnie_Kulas@gmail.com,Lonnie_Kulas,gmail.com,True,12345,0,12,1,0,0,0,2,unsure
joseph.scott1736@gmail.com,joseph.scott1736,gmail.com,True,1736,4,16,0,1,0,1,0,unsure
Renee.Simonis23@tutanota.com,Renee.Simonis23,tutanota.com,True,23,2,15,0,1,0,1,2,unsure
amelia.gray1746@gmail.com,amelia.gray1746,gmail.com,True,1746,4,15,0,1,0,1,0,unsure
victoria_morris1990@gmail.com,victoria_morris1990,gmail.com,True,1990,4,19,1,0,0,0,0,medium
Gardner0@gmail.com,Gardner0,gmail.com,True,0,1,8,0,0,0,0,1,old
carter_james9999@hotmail.com,carter_james9999,hotmail.com,True,9999,4,16,1,0,0,0,0,unsure
lucy.hill@yahoo.com,lucy.hill,yahoo.com,True,12345,0,9,0,1,0,1,0,unsure
joshua99_bright@gmail.com,joshua99_bright,gmail.com,True,99,2,15,1,0,0,0,0,young
Howell73@tutanota.com,Howell73,tutanota.com,True,73,2,8,0,0,0,0,1,old
nathan.jones@protonmail.com,nathan.jones,protonmail.com,True,12345,0,12,0,1,0,1,0,unsure
elizabeth.walker@protonmail.com,elizabeth.walker,protonmail.com,True,12345,0,16,0,1,0,1,0,unsure
peter.smith@aol.com,peter.smith,aol.com,True,12345,0,11,0,1,0,1,0,medium
Nayeli_Schinner16@protonmail.com,Nayeli_Schinner16,protonmail.com,True,16,2,17,1,0,0,0,2,unsure
chris.lee69@hotmail.com,chris.lee69,hotmail.com,True,69,2,11,0,1,0,1,0,old
Maude_Donnelly@protonmail.com,Maude_Donnelly,protonmail.com,True,12345,0,14,1,0,0,0,2,unsure
ella8901@protonmail.com,ella8901,protonmail.com,True,8901,4,8,0,0,0,0,0,young
Willie.Lemke5@gmail.com,Willie.Lemke5,gmail.com,True,5,1,13,0,1,0,1,2,old
Cayla83@tutanota.com,Cayla83,tutanota.com,True,83,2,7,0,0,0,0,1,medium
sophia.james91@gmail.com,sophia.james91,gmail.com,True,91,2,14,0,1,0,1,0,medium
Anissa49@aol.com,Anissa49,aol.com,True,49,2,8,0,0,0,0,1,unsure
nathan.anderson@gmail.com,nathan.anderson,gmail.com,True,12345,0,15,0,1,0,1,0,unsure
Deon29@outlook.com,Deon29,outlook.com,True,29,2,6,0,0,0,0,1,unsure
Delaney_Krajcik@aol.com,Delaney_Krajcik,aol.com,True,12345,0,15,1,0,0,0,2,unsure
abigail32_light@yahoo.com,abigail32_light,yahoo.com,True,32,2,15,1,0,0,0,0,unsure
grace.hughes@hotmailcom,grace.hughes,hotmail.com,False,12345,0,12,0,1,0,1,0,young
claire_mitchell2005@gmail.com,claire_mitchell2005,gmail.com,True,2005,4,19,1,0,0,0,0,young
amanda61_spark@icloud.com,amanda61_spark,icloud.com,True,61,2,14,1,0,0,0,0,old
robert.clark@outlook.com,robert.clark,outlook.com,True,12345,0,12,0,1,0,1,0,unsure
lily1985_butler@yahoo.com,lily1985_butler,yahoo.com,True,1985,4,15,1,0,0,0,0,medium
Corrine84@gmail.com,Corrine84,gmail.com,True,84,2,9,0,0,0,0,1,medium
john.anderson@protonmail.com,john.anderson,protonmail.com,True,12345,0,13,0,1,0,1,0,unsure
Raina14@tutanota.com,Raina14,tutanota.com,True,14,2,7,0,0,0,0,1,medium
sarah.carter@yahoo.com,sarah.carter,yahoo.com,True,12345,0,12,0,1,0,1,0,unsure
henry.wright@protonmailcom,henry.wright,protonmail.com,False,12345,0,12,0,1,0,1,0,unsure
sarah.miller@protonmail.com,sarah.miller,protonmail.com,True,12345,0,12,0,1,0,1,0,unsure
margaret.bell@protonmail.com,margaret.bell,protonmail.com,True,12345,0,13,0,1,0,1,0,unsure
karen_hall2003@gmail.com,karen_hall2003,gmail.com,True,2003,4,14,1,0,0,0,0,young
Marian.Morar@aol.com,Marian.Morar,aol.com,True,12345,0,12,0,1,0,1,2,old
Tabitha_Lubowitz94@outlook.com,Tabitha_Lubowitz94,outlook.com,True,94,2,18,1,0,0,0,2,medium
victoria2002_kelly@protonmail.com,victoria2002_kelly,protonmail.com,True,2002,4,18,1,0,0,0,0,young
simon.harris@aol.com,simon.harris,aol.com,True,12345,0,12,0,1,0,1,0,unsure
Melyna15@aol.com,Melyna15,aol.com,True,15,2,8,0,0,0,0,1,unsure
Kelly_Hammes@tutanota.com,Kelly_Hammes,tutanota.com,True,12345,0,12,1,0,0,0,2,unsure
michael.wilson@protonmail.com,michael.wilson,protonmail.com,True,12345,0,14,0,1,0,1,0,unsure
elizabeth.moore@yahoo.com,elizabeth.moore,yahoo.com,True,12345,0,15,0,1,0,1,0,unsure
patrick.bell1773@gmail.com,patrick.bell1773,gmail.com,True,1773,4,16,0,1,0,1,0,unsure
kathy2000_b@outlook.com,kathy2000_b,outlook.com,True,2000,4,11,1,0,0,0,0,young
matthew_green1984@gmail.com,matthew_green1984,gmail.com,True,1984,4,17,1,0,0,0,0,medium
lily49_bright@protonmail.com,lily49_bright,protonmail.com,True,49,2,13,1,0,0,0,0,medium
claire_watson1998@gmail.com,claire_watson1998,gmail.com,True,1998,4,17,1,0,0,0,0,young
Orlo67@tutanota.com,Orlo67,tutanota.com,True,67,2,6,0,0,0,0,1,old
madison.butler89@outlook.com,madison.butler89,outlook.com,True,89,2,16,0,1,0,1,0,medium
isabella4329@hotmail.com,isabella4329,hotmail.com,True,4329,4,12,0,0,0,0,0,unsure
sarah_miller2000@gmail.com,sarah_miller2000,gmail.com,True,2000,4,16,1,0,0,0,0,young
dylan_sanders1984@gmail.com,dylan_sanders1984,gmail.com,True,1984,4,17,1,0,0,0,0,medium
hannah.smith@protonmail.com,hannah.smith,protonmail.com,True,12345,0,12,0,1,0,1,0,unsure
Kallie_Schuppe@aol.com,Kallie_Schuppe,aol.com,True,12345,0,14,1,0,0,0,2,old
madison_butler6789@outlook.com,madison_butler6789,outlook.com,True,6789,4,18,1,0,0,0,0,unsure
Jacquelyn21@aol.com,Jacquelyn21,aol.com,True,21,2,11,0,0,0,0,1,unsure
Demetrius.Kris@outlook.com,Demetrius.Kris,outlook.com,True,12345,0,14,0,1,0,1,2,unsure
dorothy.gray@protonmail.com,dorothy.gray,protonmail.com,True,12345,0,12,0,1,0,1,0,unsure
catherine.jones@aol.com,catherine.jones,aol.com,True,12345,0,15,0,1,0,1,0,unsure
nathan.moore@icloud.com,nathan.moore,icloud.com,True,12345,0,12,0,1,0,1,0,medium
Jonas.Bruen9@gmail.com,Jonas.Bruen9,gmail.com,True,9,1,12,0,1,0,1,2,old
claire.harris87@outlook.com,claire.harris87,outlook.com,True,87,2,15,0,1,0,1,0,medium
henry1234.smith@outlook.com,henry1234.smith,outlook.com,True,1234,4,15,0,1,0,1,0,unsure
lucy.adams@icloud.com,lucy.adams,icloud.com,True,12345,0,10,0,1,0,1,0,medium
laura38_glint@gmail.com,laura38_glint,gmail.com,True,38,2,13,1,0,0,0,0,medium
Viviane.Schimmel33@gmail.com,Viviane.Schimmel33,gmail.com,True,33,2,18,0,1,0,1,2,unsure
Marilou.Koepp55@mail.com,Marilou.Koepp55,mail.com,True,55,2,15,0,1,0,1,2,old
Liliana.Hoppe25@tutanota.com,Liliana.Hoppe25,tutanota.com,True,25,2,15,0,1,0,1,2,unsure
madison_henderson1981@gmail.com,madison_henderson1981,gmail.com,True,1981,4,21,1,0,0,0,0,medium
paul.simmons1761@gmail.com,paul.simmons1761,gmail.com,True,1761,4,16,0,1,0,1,0,unsure
margaret.anderson@hotmail.com,margaret.anderson,hotmail.com,True,12345,0,17,0,1,0,1,0,unsure
jessica1997_evans@gmail.com,jessica1997_evans,gmail.com,True,1997,4,17,1,0,0,0,0,young
charles.davis1776@gmail.com,charles.davis1776,gmail.com,True,1776,4,17,0,1,0,1,0,unsure
john_1987doe@gmail.com,john_1987doe,gmail.com,True,1987,4,12,1,0,0,0,0,medium
matthew.adams85@icloud.com,matthew.adams85,icloud.com,True,85,2,15,0,1,0,1,0,medium
william.wright@outlook.com,william.wright,outlook.com,True,12345,0,14,0,1,0,1,0,unsure
Torrey19@mail.com,Torrey19,mail.com,True,19,2,8,0,0,0,0,1,unsure
Al10@protonmail.com,Al10,protonmail.com,True,10,2,4,0,0,0,0,1,unsure
laura_1992.brown@company.co.uk,laura_1992.brown,company.co.uk,True,1992,4,16,1,1,0,1,0,medium
samuel.evans1730@gmail.com,samuel.evans1730,gmail.com,True,1730,4,16,0,1,0,1,0,unsure
Madalyn_Schroeder66@outlook.com,Madalyn_Schroeder66,outlook.com,True,66,2,19,1,0,0,0,2,old
daniel.phillips@hotmail.com,daniel.phillips,hotmail.com,True,12345,0,15,0,1,0,1,0,unsure
Kadin.Kutch@aol.com,Kadin.Kutch,aol.com,True,12345,0,11,0,1,0,1,2,old
Claud_Boyle81@aol.com,Claud_Boyle81,aol.com,True,81,2,13,1,0,0,0,2,medium
Wanda74@outlook.com,Wanda74,outlook.com,True,74,2,7,0,0,0,0,1,old
paul.davis@yahoo.com,paul.davis,yahoo.com,True,12345,0,10,0,1,0,1,0,medium
